Page #,Question #,Question Text,Answer
185,51,What was the first TV theme song to hit number one US charts,Davy Crocket
185,56,Name award shaped like a teapot with a skull and crossbones,"Agatha - for crime
mystery writers"
185,68,Which popular cartoon strip has never included an adult,Peanuts
185,76,Whose secretary was Loelia Ponsonby,James Bond
185,77,Who was Mussolini's favourite cartoon character,Donald Duck
185,79,Name Frosty the Snowman's son,"Chilly – Millie
Daughter Crystal wife"
185,85,In Bewitched Aunt Clara had a collection of what,Doorknobs
185,88,As a performer what one thing would Elvis never do,An Encore
185,90,Wife Beware in 1933 was the first film shown where,A Drive in theatre
185,93,El Dago was the name of whose first private plane,Frank Sinatra
185,95,Disney's Pluto (nee Rover) was originally whose pet dog,Minnie Mouse
