Page #,Question #,Question Text,Answer
162,4,Who said I have had a talent for irritating women since I was 14,Marilyn Munroe
162,5,Peter Sellers played Clouseau but who dropped the role,Peter Ustinov
162,7,What job links Kris Kristoffensen and Gene Roddenbery,Both worked as pilots
162,10,What was the top grossing film of the 60s,The Sound of Music
162,13,Scarlet O'Hara had what original first name,Patsy
162,14,Who wrote the post nuclear war novel On the Beach,Neville Schute
162,16,Name the one person who has won a Nobel and an Oscar,G B Shaw Lit 1925 Pygmalion 1938
162,18,Excluding the what word appears most in Bond film titles,Never
162,19,Which character did not appear in the cartoon Star Trek,Chekov
162,26,What is Colombo's first name,Phillip
162,31,Peter George wrote Two Hours to Doom filmed as what,Dr Strangelove
162,32,Hugh Hefner and Katherine Hepburn both had degrees in what,Psychology
162,34,Which film of the 70s received the most Oscars,Cabaret 1972
162,38,Name the smurf spin off characters that live underwater,Snorks
162,42,Which tough guy actor was once a drop hammer operator,Robert Mitchum
162,45,The Central Perk Café appears in which TV series,Friends
