Page #,Question #,Question Text,Answer
165,54,Which early rock singer was nicknamed killer,Jerry Lee Lewis
165,57,La Celestina was the first one in Spain the first what,Theatre play
165,61,In Disney's Jungle book name four vultures,John Paul George Ringo
165,62,1994 Christies sold what piece of Elvis memorabilia for $41400,Amex credit card
165,67,Farok Pluto Bulsara became more famous as who,Freddie Mercury
165,68,Which actor made his debut in the 1958 film Cry Baby Killer,Jack Nicholson
165,72,Who was known as the Queen of Folk Music,Joan Baez
165,74,Linda Hunt won an Oscar Year of Living Dangerously what 1st,First Oscar playing opposite sex
165,75,"Norwegian Sigerson, Spy Altamont, Sea Captain Basil all who",Sherlock Holmes disguises
165,77,In Kiplings How the Leopard got its Spots name the Leopard,Best Beloved
165,81,Name Donald Ducks father,Quackemore
165,82,The film Cleopatra was banned in Egypt in 1963 why,Liz Taylor Jewish convert
165,92,Who was known as the Father of Science Fiction,Jules Verne
165,93,Winnie the Pooh lived where,Hundred Acre Wood
165,95,Pierce Brosnens contract stops him doing what in any other film,Wearing a Tuxedo
165,96,Spielberg named the shark in Jaws Bruce why,After his Lawyer
165,99,Robert Langford Modini became more famous as who,Robert Stack
