Page #,Question #,Question Text,Answer
65,52,Babs Gorden is better know as what heroine,Batgirl
65,54,First Impressions was the original title of what classic novel,Pride and Prejudice
65,58,"John Wayne called what film ""The most un-American thing ever""",High Noon
65,62,What is Jane Fonda's middle name,Seymour
65,66,David John Moore Cornwell became famous as who,John Le Carre
65,67,In The Hobbit what colour is Bilbo's door,Green
65,69,Where was Holmes pal Dr Watson wounded during the war,Shoulder
65,74,"Who said ""Bigamy is one husband too many like Monogamy""",Erica Jong - Fear of Flying 1973
65,75,What colour were ETs eyes,Blue
65,78,In the original Wizard of Oz what colour were the slippers,Silver
65,79,The Beverley Hillbillies came from what Ozarks town,Hooterville
65,86,What was James Deans middle name,Byron
65,88,In Romeo and Juliet what day is Juliet's Birthday,31st June
65,89,George C Scott - what does the C stand for,Campbell
65,93,Gwizador in Poland is who in English,Santa Claus
